课程名称,时间,地点,教师,其他,列6,列7,列8,列9,列10,列11,列12,列13,列14,列15
,25,2526121021022001,公司法01班,21021022,公司法,2,法学院,专业核心课,叶林,"2023涉外法治实验班1班,2023法学[1-3]班,2023涉外法治双学士学位项目班,商学院2023级工商-法学双学位班,2023工商管理-法学双学士学位项目班",35,0,"1: 1-4,6-16周, 单双周,星期二, 1-2节, 明法0302; 2: 3周, 单双周,星期日, 1-2节, 明法0302;",
,26,2526121021263001,心理学概论01班,21021263,心理学概论,2,劳动人事学院,专业核心课,陈力凡,2025人力资源管理类3班,30,5,"1: 1-16周, 单双周,星期一, 7-8节, 立德702;",
,27,2526121021263002,心理学概论04班,21021263,心理学概论,2,劳动人事学院,专业核心课,王青,2025人力资源管理类1班,30,5,"1: 1-16周, 单双周,星期一, 7-8节, 立德410;",
,28,2526121021263003,心理学概论03班,21021263,心理学概论,2,劳动人事学院,专业核心课,李海蓉,2025人力资源管理类4班,30,5,"1: 1-4,6-16周, 单双周,星期三, 3-4节, 立德610; 2: 5周, 单双周,星期六, 3-4节, 立德610;",
,29,2526121021263004,心理学概论02班,21021263,心理学概论,2,劳动人事学院,专业核心课,金秋萍,2025人力资源管理类2班,30,5,"1: 1-16周, 单双周,星期一, 7-8节, 立德511;",
,30,2526121021274001,当代西方社会学01班,21021274,当代西方社会学,3,社会学院,专业核心课,张瑞辰,"2023数字社会与数据治理实验班1班,2023社会学类[1-4]班,2023“社会学+信息资源管理”双学士学位班",80,5,"1: 1周, 单双周,星期五, 7-9节, 教二2221; 2: 2-16周, 单双周,星期五, 7-9节, 求是0324;",
,31,2526121021282001,生态文明与可持续发展01班,21021282,生态文明与可持续发展,2,生态环境学院,通识核心课,石磊,"*|2022|*|可选,*|2025|*|可选,*|2024|*|可选,*|2023|*|可选",70,7,"1: 1-4,6-16周, 单双周,星期三, 11-12节, 教二2221; 2: 5周, 单双周,星期六, 11-12节, 教二2221;",
,32,2526121021292002,环境工程微生物学与实验01班,21021292,环境工程微生物学与实验,3,化学与生命资源学院,专业核心课,"庄淑婷,庄淑婷","2023环境科学与工程1班,2024理科试验班（化学与生命资源拔尖班）",55,2,"1: 10-11周, 单双周,星期四, 7-9节, 理工913; 2: 1-6,9,12-16周, 单双周,星期四, 7-9节, 教三3406; 3: 7-8周, 单双周,星期四, 7-9节, 理工913;",
,33,2526121021800001,数学软件与实践01班,21021800,数学软件与实践,2,数学学院,个性化选修,"刘刚,范红岗","2022理科试验班1班,2022数学拔尖人才实验班1班,2022“经济学-数学”双学士学位复合型人才培养项目1班,2022“财政学-数学”双学士学位复合型人才培养项目1班,2022“金融学......",65,5,"1: 1-4,6-16周, 单双周,星期三, 3-4节, 教一1506; 2: 5周, 单双周,星期六, 3-4节, 教一1506;",
,34,2526121021815001,金融数学A02班,21021815,金融数学A,3,统计学院,专业核心课,孟生旺,2024应用统计学[1-2]班,60,10,"1: 1-16周, 单双周,星期四, 11-13节, 明法0301;",
,35,2526121021816001,大数据精算建模01班,21021816,大数据精算建模,2,统计学院,个性化选修,白琰冰,"2022应用统计学[1-2]班,2023应用统计学[1-2]班",40,15,"1: 10-16周, 单双周,星期一, 11-12节, 教三3309; 2: 1-9周, 单双周,星期一, 11-12节, 教三3207;",
,36,2526121021818001,统计软件01班,21021818,统计软件,2,统计学院,个性化选修,周静,"2024统计学（统计与数据科学）拔尖班1班,2024“统计-公共管理”双学士学位复合型人才培养项目1班,2024“应用经济-数据科学”双学士学位复合型人才培养项目1班,2024经济统计学[......",85,3,"1: 1-4,6-16周, 单双周,星期二, 11-12节, 明法0102; 2: 3周, 单双周,星期日, 11-12节, 明法0102;",
,37,2526121021823001,投资学B【23财管必修】,21021823,投资学B,2,商学院,专业核心课,"刘俊彦,孟庆斌",商学院2023级本科[1-6]班,21,3,"1: 1-16周, 单双周,星期一, 3-4节, 立德610;",
,38,2526121021823002,投资学B【23财管必修】,21021823,投资学B,2,商学院,专业核心课,"刘俊彦,孟庆斌",商学院2023级本科[1-6]班,22,3,"1: 1-16周, 单双周,星期一, 7-8节, 立德407;",
,39,2526121021831001,国际金融A01班,21021831,国际金融A,3,财政金融学院,专业核心课,赵锡军,"2023级本科金融学[1-4]班,2022“财政学-数学”双学士学位复合型人才培养项目1班,2022级本科财政班,2022级本科保险班,2023级本科金融工程班,2023级本科保险班,20......",35,5,"1: 1-4,6-16周, 单双周,星期二, 7-9节, 教三3104; 2: 3周, 单双周,星期日, 7-9节, 教三3104;",
,40,2526121021831002,国际金融A02班,21021831,国际金融A,3,财政金融学院,专业核心课,王芳,"2023级本科金融学[1-4]班,2022“财政学-数学”双学士学位复合型人才培养项目1班,2022级本科财政班,2022级本科保险班,2023级本科金融工程班,2023级本科保险班,20......",36,5,"1: 1-4,6-16周, 单双周,星期二, 7-9节, 明法0202; 2: 3周, 单双周,星期日, 7-9节, 明法0202;",
,41,2526121021831003,国际金融A03班,21021831,国际金融A,3,财政金融学院,专业核心课,马勇,"2023级本科金融学[1-4]班,2022“财政学-数学”双学士学位复合型人才培养项目1班,2022级本科财政班,2022级本科保险班,2023级本科金融工程班,2023级本科保险班,20......",36,5,"1: 1-4,6-16周, 单双周,星期二, 7-9节, 教三3304; 2: 3周, 单双周,星期日, 7-9节, 教三3304;",
,42,2526121021831004,国际金融A04班,21021831,国际金融A,3,财政金融学院,专业核心课,芦东,"2023级本科金融学[1-4]班,2022“财政学-数学”双学士学位复合型人才培养项目1班,2022级本科财政班,2022级本科保险班,2023级本科金融工程班,2023级本科保险班,20......",36,4,"1: 1-4,7-16周, 单双周,星期二, 7-9节, 立德903; 2: 3周, 单双周,星期日, 7-9节, 立德903; 3: 6周, 单双周,星期二, 7-9节, 立德903; 4: 9周, 单双周,星期六, 7-9节, 立德810;",
,43,2526121021831005,国际金融A05班,21021831,国际金融A,3,财政金融学院,专业核心课,钱宗鑫,,0,0,"1: 1-16周, 单双周,星期五, 7-9节, ;",
,44,2526121021831006,国际金融A06班,21021831,国际金融A,3,财政金融学院,专业核心课,何青,"2023金融学-数据科学与大数据技术（工学）实验班1班,2023“金融学-数学”双学士学位复合型人才培养项目1班,2023级本科”金融科技“创新人才班,2023级本科“金融学-数学”创新人才班",55,0,"1: 1-16周, 单双周,星期五, 7-9节, 明法0202;",
,45,2526121021843001,社会心理学（全英文）01班,21021843,社会心理学（全英文）,3,心理学系,专业核心课,邢采,2023应用心理拔尖班,30,10,"1: 1-4,6-16周, 单双周,星期二, 1-3节, 立德1006; 2: 3周, 单双周,星期日, 1-3节, 立德1006;",
,46,2526121021849001,金融经济学A01班,21021849,金融经济学A,3,财政金融学院,个性化选修,张顺明,"2022“金融学-数学”双学士学位复合型人才培养项目1班,2022级本科”“金融科技”创新人才班,2022信息学院金融学-数据科学与大数据技术（工学）实验班,2022级本科”金融学-数学“创新人才班",30,0,"1: 1-4,6-16周, 单双周,星期三, 11-13节, 明商0301; 2: 5周, 单双周,星期六, 11-13节, 明商0301;",
,47,2526121021861001,信息计量学01班,21021861,信息计量学,3,信息资源管理学院,专业核心课,索传军,"2024信息资源管理类班,2024新路引航班",35,5,"1: 1-4,6-16周, 单双周,星期三, 1-3节, 教二2112; 2: 5周, 单双周,星期六, 1-3节, 教二2112;",
,48,2526121021864001,会计学（英）25级中意美,21021864,会计学（英）,3,商学院,部类基础,张博,2025中意美三学位管理学战略人才班1班,15,0,"1: 1-16周, 单双周,星期一, 7-9节, 立德607;",
,49,2526121021864002,会计学（英）24级BBA,21021864,会计学（英）,3,商学院,专业核心课,程鑫,2024工商管理（Global BBA）,30,0,"1: 1-16周, 单双周,星期四, 7-9节, 教二2202;",
,50,2526121021864003,会计学（英）24级院选1班,21021864,会计学（英）,3,商学院,部类基础,王慧,商学院2024级本科[1-6]班,19,0,"1: 1-4,6-16周, 单双周,星期三, 11-13节, 明商0206; 2: 5周, 单双周,星期六, 11-13节, 明商0206;",
,1,2526121021864004,会计学（英）24级院选2班,21021864,会计学（英）,3,商学院,部类基础,程鑫,商学院2024级本科[1-6]班,18,0,"1: 1-16周, 单双周,星期四, 11-13节, 明商0207;",
,2,2526121021869001,公司治理B01班,21021869,公司治理B,2,商学院,个性化选修,姬俊抗,"2022工商管理-法学双学士学位项目1班,商学院2022级本科[1-6]班,商学院2023级本科[1-6]班,商学院2022级智能会计专业班,商学院2022级贸易经济班,商学院2023级工......",36,5,"1: 1-4,6-16周, 单双周,星期二, 3-4节, 教二2409; 2: 3周, 单双周,星期日, 3-4节, 教二2409;",
,3,2526121021876001,国际贸易理论与政策B01班,21021876,国际贸易理论与政策B,2,商学院,个性化选修,王亚星,"2022工商管理-法学双学士学位项目1班,商学院2022级本科[1-6]班,商学院2023级本科[1-6]班,商学院2022级智能会计专业班,商学院2022级贸易经济班,商学院2023级工......",35,5,"1: 1-4,6-16周, 单双周,星期二, 9-10节, 明商0104; 2: 3周, 单双周,星期日, 9-10节, 明商0104;",
,4,2526121021889001,学术规范与论文写作01班,21021889,学术规范与论文写作,1,数学学院,个性化选修,龚新奇,"2022理科试验班1班,2022数学拔尖人才实验班1班,2022“经济学-数学”双学士学位复合型人才培养项目1班,2022“财政学-数学”双学士学位复合型人才培养项目1班,2022“金融学......",65,5,"1: 1-4,6-8周, 单双周,星期二, 11-12节, 教一1205; 2: 3周, 单双周,星期日, 11-12节, 教一1205;",
,5,2526121021922001,普通心理学B01班,21021922,普通心理学B,2,马克思主义学院,个性化选修,李永娜,"2023中国共产党历史1班,2023马克思主义理论班,2022马克思主义理论班",50,5,"1: 1-4,6-16周, 单双周,星期二, 7-8节, 教三3403; 2: 3周, 单双周,星期日, 7-8节, 教三3403;",
,6,2526121021926001,社会学概论B01班,21021926,社会学概论B,2,劳动人事学院,专业核心课,李梦婷,2025人力资源管理类4班,30,5,"1: 10周, 单双周,星期三, 11-12节, 教三3301; 2: 1-4,6-9,11-16周, 单双周,星期三, 11-12节, 教三3301; 3: 5周, 单双周,星期六, 11-12节, 教三3301;",
,7,2526121021926002,社会学概论B02班,21021926,社会学概论B,2,劳动人事学院,专业核心课,李莹,2025人力资源管理类3班,35,5,"1: 1-16周, 单双周,星期五, 9-10节, 教三3302;",
,8,2526121021926003,社会学概论B04班,21021926,社会学概论B,2,劳动人事学院,专业核心课,乔庆梅,2025人力资源管理类2班,35,5,"1: 1-4,6-16周, 单双周,星期三, 3-4节, 教三3302; 2: 5周, 单双周,星期六, 3-4节, 教三3302;",
,9,2526121021926004,社会学概论B03班,21021926,社会学概论B,2,劳动人事学院,专业核心课,乔庆梅,2025人力资源管理类1班,30,5,"1: 1-4,6-16周, 单双周,星期三, 1-2节, 教三3302; 2: 5周, 单双周,星期六, 1-2节, 教三3302;",
,10,2526121021932001,马克思主义政党学说01班,21021932,马克思主义政党学说,2,马克思主义学院,专业核心课,陈崎,2024马克思主义理论1班,40,5,"1: 1-16周, 单双周,星期一, 7-8节, 教三3403;",
,11,2526121021934001,思想政治教育学原理01班,21021934,思想政治教育学原理,2,马克思主义学院,专业核心课,"陈锡敏,张苗苗",2024马克思主义理论1班,40,5,"1: 1-4,6-16周, 单双周,星期三, 11-12节, 教三3403; 2: 4,6-16周, 单双周,星期三, 11-12节, 教三3201; 3: 5周, 单双周,星期六, 11-12节, 教三3403;",
,12,2526121021947001,中国共产党与当代中国经济01班,21021947,中国共产党与当代中国经济,2,中共党史党建学院,个性化选修,游五岳,"2023中国共产党历史1班,2022中国共产党历史1班",30,10,"1: 1-16周, 单双周,星期四, 9-10节, 教三3306;",
,13,2526121021948001,中国共产党与当代中国文化01班,21021948,中国共产党与当代中国文化,2,中共党史党建学院,个性化选修,储著武,"2023中国共产党历史1班,2022中国共产党历史1班",30,5,"1: 1-16周, 单双周,星期四, 7-8节, 教三3306;",
,14,2526121021965001,计量经济学B01班,21021965,计量经济学B,3,应用经济学院,部类基础,"李越欣,秦萍","商学院2023级本科[1-6]班,商学院2023级智能会计方向班",25,0,"1: 1-16周, 单双周,星期五, 7-9节, 教二2112;",
,15,2526121021965005,计量经济学B01班,21021965,计量经济学B,3,公共管理学院,部类基础,"丰雷,夏方舟","2023统计-公共管理实验班1班,2023行政管理[1-2]班,2023土地资源管理1班,2023统计-公共管理实验班",59,5,"1: 1-4,6-16周, 单双周,星期三, 11-13节, 立德603; 2: 5周, 单双周,星期六, 11-13节, 立德603;",
,16,2526121021965006,计量经济学B02班,21021965,计量经济学B,3,公共管理学院,部类基础,"国民经济管理系,国民经济管理系,张大鹏,张大鹏","2023可持续发展与城市治理实验班1班,2023城市管理1班",59,5,"1: 1-4,6-16周, 单双周,星期三, 11-13节, 立德701; 2: 5周, 单双周,星期六, 11-13节, 立德701;",
,17,2526121021965002,计量经济学B02班,21021965,计量经济学B,3,应用经济学院,部类基础,"农业与农村发展学院,孙三百","商学院2023级本科[1-6]班,商学院2023级智能会计方向班",74,1,"1: 10周, 单双周,星期四, 11-13节, 教三3104; 2: 1-9,11-16周, 单双周,星期四, 11-13节, 教三3104;",
,18,2526121021965003,计量经济学B03班,21021965,计量经济学B,3,应用经济学院,部类基础,"刘松瑞,黄斌","商学院2023级本科[1-6]班,商学院2023级智能会计方向班",65,1,"1: 1周, 单双周,星期一, 11-13节, 教三3106; 2: 2-3周, 单双周,星期一, 11-13节, 教三3106; 3: 4-16周, 单双周,星期一, 11-13节, 教三3106;",
,19,2526121021965004,计量经济学B04班,21021965,计量经济学B,3,应用经济学院,部类基础,虞义华,"商学院2023级本科[1-6]班,商学院2023级智能会计方向班",60,0,"1: 1-16周, 单双周,星期一, 11-13节, 教二2221;",
,20,2526121021965007,计量经济学B03班,21021965,计量经济学B,3,公共管理学院,部类基础,张琼,"2023统计-公共管理实验班1班,2023行政管理[1-2]班,2023城市管理1班",59,5,"1: 1周, 单双周,星期三, 11-13节, 求是0224; 2: 2-4,6-16周, 单双周,星期三, 11-13节, 求是0224; 3: 5周, 单双周,星期六, 11-13节, 求是0224;",
,21,2526121021965008,计量经济学B01班,21021965,计量经济学B,3,商学院,部类基础,易靖韬,"商学院2023级本科[1-6]班,商学院2023级智能会计方向班",45,5,"1: 1-16周, 单双周,星期五, 7-9节, 明商0207;",
,22,2526121021965009,计量经济学B01班,21021965,计量经济学B,3,农业与农村发展学院,部类基础,朱勇,2023大数据技术—农林经济管理双学士学位班,16,3,"1: 1-16周, 单双周,星期四, 11-13节, 立德512;",
,23,2526121021972001,微观经济学|01班,21021972,微观经济学|,2,经济学院,专业核心课,汪紫珈,2025“经济学—数学”创新人才班1班,25,0,"1: 1-16周, 单双周,星期一, 3-4节, 教三3301;",
,24,2526121021977001,计量经济学||01班,21021977,计量经济学Ⅱ,2,经济学院,专业核心课,王莹,"2023“经济学-数学”双学士学位复合型人才培养项目1班,2023经济学-数学双学位实验班",20,0,"1: 1-16周, 单双周,星期四, 11-12节, 教二2206;",
,25,2526121021982001,常微分方程01班,21021982,常微分方程,3,数学学院,专业核心课,杨云雁,"2024理科试验班1班,2024数学拔尖班1班,2024“经济学-数学”双学士学位1班,2024“金融学-数学”双学士学位1班,2024“财政学-数学”双学士学位1班,2024级本科“财政......",130,5,"1: 1-16周, 单双周,星期四, 7-9节, 教一1205;",
